name,reason
sample_00001350,"In the video, the scene shows a person wearing a doctor's outfit making a phone call, and the environment appears to be a hospital. At the beginning of the video, his expression is relatively serious, with a slight frown and downturned corners of the mouth, which may indicate that he is concentrating on thinking or listening to the information on the other end of the phone. In the middle of the video, his frown becomes more pronounced, and his facial expression is very negative and filled with a strong sense of confusion, suggesting that he may have heard some bad news from the phone call. In the audio, when the character expresses ""What?"", the volume is raised, indicating that an unexpected emergency has occurred. In the text, the subtitle says, ""Hello, what? Okay, I'll be right there."" This sentence may be the doctor's response to the person on the other end of the phone. Based on the serious expression, frowning, and downturned corners of the mouth displayed by the doctor in the video clues, as well as the urgent tone expressed by the character raising the volume in the audio clue, we can infer that this sentence may carry a sense of tension or urgency. Therefore, this sentence is likely the doctor's response to the person on the other end of the phone, indicating that he will immediately go to handle the emergency situation, which aligns with the overall serious and confused emotions displayed by the doctor."
sample_00001354,"In the video, the screen shows a male character, although the background is blurry, it can be seen that he may be in a social setting, such as a restaurant or bar. In the video, his facial expression appears joyful and confident. The corners of his mouth are upturned, revealing a smile, and his eyes are slightly squinted, which is usually an expression of happiness or satisfaction. In the audio, there is obvious laughter, which is often used to express the character's happy emotions. In the text, the subtitle says, ""Hahaha."" This sentence is the character's laughter. Based on the male character's joyful and confident facial expression in the video clues, as well as the obvious laughter in the audio clues, we can infer that this sentence is the male character's response to the humor or interesting part of a plot or conversation. This sentence expresses the male character's happiness and joy."
sample_00001371,"In the video, the scene shows a woman sitting in a beautifully decorated indoor environment. At the beginning of the video, she opens her eyes wide and her facial expression appears somewhat surprised. In the following scenes, her mouth moves and her gaze seems to be directed towards someone off-screen, indicating a conversation. At the end of the video, she speaks with raised eyebrows, further emphasizing her surprised emotion. In the audio, the character speaks at a fast pace and the tone of voice can be felt as tense. In the text, the subtitle reads: ""Oh no, if I really give birth to an unhealthy child, then his whole life will be ruined."" This sentence expresses the worries and nervousness of the female character. Based on the surprised facial expressions and raised eyebrows of the female character in the video, as well as the description of the fast-paced and tense tone of voice in the audio, we can infer that the female character is worried about the possibility of her child having health issues, which could affect the child's entire life. This worry and nervousness align with the facial expressions and actions of the female character in the video."
sample_00001378,"In the video, the screen shows a woman who is having a conversation with another person across the table. Judging from the kitchen utensils in the background, the scene should be in the kitchen. At the beginning of the video, her eyes are wide open and the muscles in her neck are tense, indicating that she is speaking with force and in an excited state. She points at herself with chopsticks, implying that she is expressing herself or emphasizing a certain behavior or state of hers. Her gaze is direct and her facial expression is not relaxed. In the following scenes, she accompanies her speech with head and hand movements, which often signify emphasis. In the audio, the volume is high, indicating that the character's emotions are intense. Combined with the text content, the character is emphasizing to the other person not to be too good to men, expressing concern that the other person may have been hurt or disappointed in a relationship with a man. The subtitle in the text says, ""I have learned the hard way, and I must tell you, even if you think so in your heart, you cannot show it."" This sentence expresses the woman's advice or warning to the other person. Based on the woman's display of excitement in the video, including wide-open eyes, tense muscles, and forceful speech, as well as her body movements and direct gaze towards the other person, it can be inferred that she is very serious and determined when emphasizing this point. Combined with the emotional tone of the character's excitement in the audio clues, it can be further confirmed that the woman is emotionally excited when expressing this point. Therefore, this sentence expresses the woman's advice or warning, and she is very firm and serious about this viewpoint."
sample_00001383,"In the video, we see a woman with a slight upward curve at the corner of her mouth, wearing a smile, and her eyes are gentle and bright, which usually indicates that her emotional state is pleasant or satisfied. At the same time, her mouth moves slightly, seemingly expressing her opinions or viewpoints. Overall, she maintains a positive emotional state throughout the video. Taking these clues into consideration, we can speculate that the woman in the video may be telling a story that makes her happy or proud, or engaging in a friendly and positive conversation. In the audio, the voice is soft, sincere, and heartfelt. Combined with the text content, it expresses the character's care and hope for others. In the text, the subtitle says, ""To friends who have been lost like me, I hope they find themselves sooner."" This sentence expresses the woman's concern and hope for friends who have been lost in the past. Based on the positive emotional state maintained by the woman in the video, the smile and bright eyes, as well as the description of the soft voice, sincere tone, and heartfelt expression in the audio clues, we can infer that this sentence is the woman sharing her own experience and wishing her friends well. The woman may be telling a story that makes her happy or proud, or engaging in a friendly and positive conversation."
sample_00001389,"In the video, the screen shows a man standing on stage, possibly performing or giving a speech. In the video, his eyebrows are shaped like an inverted eight, which is often considered a negative or negative emotional expression, including feelings of frustration, dissatisfaction, anger, and anxiety. His mouth is open, seemingly expressing his displeasure. At the end of the video, he moves his head and his hands shake while speaking, as if trying to express his dissatisfaction. In the audio, when the character expresses ""everyone is sick,"" the volume is raised, emphasizing his dissatisfaction. In the text, the subtitle reads, ""Many male viewers also complain that girls are all sick now."" This sentence may indicate the man's dissatisfaction and complaint. Based on the visual clues of the man's inverted eight-shaped eyebrows, open mouth expression, and head and hand movements, it can be inferred that the man has an angry or dissatisfied emotion when saying this sentence. Furthermore, the audio clue of raising the volume and emphasizing dissatisfaction also supports this inference. Therefore, this sentence expresses the man's dissatisfaction and complaint towards girls."
sample_00001393,"In the video, the frame contains two characters, with the character on the left facing the camera and the character on the right with their back to the camera. We mainly analyze the emotional state of the character on the left. The background appears to be an indoor environment. In the video, the character's eyebrows are slightly furrowed, their gaze is fixed on the other person, and their facial expression is serious. This environment may suggest a serious or private conversation taking place. In the audio, the tone is low and combined with the text content, we can sense the character's concern. In the text, the subtitle says, ""Have you been diagnosed?"" This sentence is possibly the left character asking a question to the right character. Based on the serious expression and direct gaze of the left character in the video clues, as well as the low tone and sense of concern in the audio clues, we can infer that this sentence is possibly an inquiry about some kind of illness or health issue. The serious expression and direct gaze of the left character imply their seriousness and concern about this question, while the sense of concern in the audio clue further supports this inference."
sample_00001411,"In the video, the screen shows a male character using a mobile phone inside a car. His mouth moves quickly and his facial expression is somewhat serious, indicating that he is having a rather serious and not very positive conversation with the person on the phone. In the second half of the video, the character's blinking speed increases, accompanied by a slight forward movement of the head, suggesting that the character is in an excited emotional state. In the audio, the character speaks quickly, with a stern and aggressive tone, conveying a sense of excitement and anger. In the text, the subtitle reads, ""I told you not to call me anymore. We have already broken up. Can't you stop bothering me?"" This sentence indicates that the male character is angry and annoyed with the person on the phone. Based on the video clues of the male character's serious facial expression, increased blinking speed, and slight forward movement of the head, as well as the audio clue of the character speaking quickly, with a stern and aggressive tone, we can infer that the male character is in an excited and angry emotional state during this conversation. The negative emotion and tone in this sentence align with the excited and angry emotional state indicated by the video and audio clues."
sample_00001416,"In the video, the left lady (wearing an apron) and the right lady (wearing a green shirt) are interacting in a kitchen environment. The focus is on the right lady, so we mainly analyze her emotional state. At the beginning of the video, the left lady is touching the fingers of the right lady. In the middle of the video, we see a band-aid on the right lady's finger. Therefore, we can infer that the right lady's finger is injured and the left lady is either bandaging it or observing the condition of the finger. From the facial expressions, the right lady has an upturned mouth and a clear smile, possibly feeling happy due to the care shown by others. In the audio, the tone of the character is gentle. At the beginning of the voiceover, there is a slightly mocking tone, combined with the text content ""Look at you, scared like that, over such a small injury,"" it seems that the character is mocking the other person for being overly alarmed. However, this kind of mockery is not meant to be sarcastic or mocking, but rather to comfort the other person and reassure them. In the text, the subtitle says, ""Look at you, scared like that, over such a small injury."" This sentence may be a comment or reaction from the right lady to the left lady. Based on the gentle tone of the character described in the audio clues, as well as the smile and happy emotions displayed by the right lady in the video, we can infer that this sentence is the right lady comforting the left lady and mocking her excessive worry about a minor injury. Therefore, this sentence has a comforting and humorous tone, consistent with the overall positive emotions displayed by the right lady."
sample_00001421,"In the video, the screen shows a female character with her back to a male character. From the floor-to-ceiling window in the frame, it can be inferred that the scene is an indoor environment. In the video, her expression looks somewhat displeased. At the same time, her mouth is moving, and during the conversation, her gaze starts by looking down, then moves left and right, never looking at the male character behind her. It seems that she is engaged in a conversation that she doesn't want to pay attention to and is quite serious. Towards the end of the video, we see the woman drinking water, which may indicate that she is thirsty or wants to temporarily detach herself from the current situation. In the audio, the tone of the character is serious. Additionally, there is a sound of a bottle cap still on the table in the voice, suggesting that the character is expressing dissatisfaction and anger through the act of stilling the bottle cap. In the text, the subtitle reads: ""Don't involve me, I don't have a grandfather, and I don't need his gifts."" This sentence is likely spoken by the female character to the male character. Based on the facial expression and mouth movement of the female character in the video clues, as well as the serious tone and the sound of the bottle cap still on the table in the audio clues, it can be inferred that the female character is expressing dissatisfaction and anger in this conversation. Her facial expression and mouth movement show that she doesn't want to pay attention to the male character, and her action of drinking water may indicate her desire to temporarily detach herself from the current situation. Therefore, this sentence expresses the female character's refusal and dissatisfaction towards the male character."
sample_00001426,"In the video, we see a man and a woman standing back to back. The man's gaze is downward, then his eyes widen and he leans in, seemingly showing curiosity towards something. In the audio, it is impossible to determine the emotional state of the characters. In the text, it is impossible to determine the emotional state based on the subtitle content."
sample_00001433,"In the video, the opening scene shows a lady with a smile on her face, gently gazing at the plant in her hand, indicating that she is in a pleasant and relaxed mood. At the end of the video, the lady maintains her smile. At the same time, her gaze shifts to someone off-camera, seemingly anticipating their response and wanting to share her joy. In the audio, the tone and intonation are positive and cheerful. In the text, the subtitle reads, ""You see, after putting two fish in here, this dull environment has become vibrant!"" This sentence is likely what the lady says to share the changes in the plant with the person next to her. Based on the video clues of the lady's smiling face and her gaze shifting to someone off-camera, as well as the positive and cheerful tone described in the audio clues, we can infer that this sentence expresses the lady's joy and excitement about the plant becoming vibrant. The lady probably wants to share her happiness with the person next to her and hopes that they can feel her joyful emotions."
sample_00001437,"In the video, the scene shows a woman standing indoors with calligraphy works in the background. In the beginning of the scene, her facial expression is relatively neutral, looking down as if staring at something on the ground. In the following scene, she looks up at the other person, with the corners of her mouth upturned, a noticeable smile, and a gentle color, indicating a happy facial expression. In the audio, there is a questioning tone, expressing the character's state of confusion. In the text, the subtitle says, ""Is all of this yours?"" This sentence may be a kind of inquiry or doubt from the woman to the other person. Based on the woman's facial expression in the video, transitioning from neutral to a noticeable smile, and the character's expression of confusion in the audio, we can infer that this sentence may carry a questioning tone. The woman's smile and happy expression may be due to her surprise or satisfaction with the other person's answer. Therefore, this sentence may indicate that the woman is puzzled by the other person's behavior or item, and carries a sense of curiosity or surprise."
sample_00001440,"In the video, the screen shows a male character dressed in formal attire, possibly engaged in a formal conversation or confrontation. In the video, his facial expression is serious, with sharp eyes, focused on the person opposite him, which may indicate that he is displeased or slightly angry. In the following scene, his mouth opens, seemingly speaking, but his expression remains serious, indicating that the topic being discussed is formal or questioning the other person. Taking these clues together, it can be inferred that the male character in the video may be in a tense or confrontational situation. In the audio, the character's volume is low, seemingly trying to restrain his emotions. In the text, the subtitle reads, ""I'm scared, you finally stopped acting."" This sentence may be a comment or reaction from the male character towards the other person. Based on the audio clue describing the character's low volume, seemingly trying to restrain his emotions, as well as the serious facial expression and focused gaze of the male character in the video, we can infer that this sentence may carry a sarcastic or mocking tone. The male character may feel angry or dissatisfied and expresses his dissatisfaction with the other person's acting or hypocrisy through this sentence. Therefore, this sentence may carry a negative emotion, consistent with the overall tense or confrontational situation portrayed by the male character."
sample_00001453,"In the video, the screen shows a female character. She has a smile on her face, her eyes slightly squinted, and the corners of her mouth turned up, showing a joyful emotion. Her smile looks natural and warm, with relaxed facial muscles. Her mouth moves, and her gaze looks towards a person on the left side who is not in the frame, possibly in response to something that made her happy or a remark. Based on these scenes, it can be inferred that the woman in the video is in a positive emotional state throughout the scene. She may be happily conversing with someone, hearing something that made her happy, or enjoying a humorous moment. In the audio, the tone of voice is relatively calm. In the text, the subtitle says, ""Look, they are so close like a mother and daughter, always thinking about each other."" This sentence may be the woman's evaluation or comment about a certain character. Based on the joyful emotion and smile displayed by the woman in the video, as well as the calm tone of voice described in the audio, we can infer that this sentence may carry an appreciative or envious tone. The woman may be commenting on a close mother-daughter relationship, expressing admiration and envy towards this kind of relationship. Therefore, this sentence aligns with the overall positive emotion displayed by the woman."
sample_00001455,"In the video, the screen shows a female character standing in front of a dim background, with a microphone visible near her mouth, indicating that she is performing on stage. At the beginning of the video, her mouth slightly curls upwards, eyebrows raise, and her eyes open wide, giving a surprised and joyful expression. As the video progresses, the character's smile becomes more apparent, with larger movements of the mouth. During the speaking process, there are accompanying movements of leaning forward and standing up, as well as rich hand gestures, which often emphasize certain things. In the audio, the overall voice gives a positive and optimistic feeling, without any resentment. In the text, the subtitle says, ""Be gentle, I'm on speakerphone."" This sentence is likely a request or suggestion from the female character to the person next to her. Based on the facial expressions and body movements of the female character in the video clues, she displays emotions of surprise, joy, and emphasis. At the same time, the description of the voice in the audio clues gives a positive and optimistic feeling. Therefore, this sentence is likely the female character gently reminding the person next to her to speak gently, and she has turned on the speakerphone function, possibly to better hear the other person's voice. This request or suggestion indicates that the female character wishes to have good communication with the person next to her and demonstrates a positive emotional attitude."
sample_00001468,"In the video, the background is an indoor environment that appears to be part of an apartment or a residential home. At the beginning of the video, we see a female character with a slightly furrowed brow and a slightly downturned mouth, which may indicate that she is experiencing a negative emotion, with facial expression closer to anger. Her gaze seems to be in conversation, as her eyes are directed to the side, possibly looking at another person. Over time, we see the female character turning towards the other person, getting closer, seemingly emphasizing her point of view. Taking these clues together, it can be inferred that the female character in this video may be engaged in a tense conversation or argument.In the audio, at the beginning of the speech, the character's tone and intonation are relatively calm. As the speech progresses, the character's pitch rises and the tone becomes more intense, emphasizing her opinion or viewpoint, with a tone that becomes aggressive, seemingly carrying feelings of blame and anger.In the text, the subtitle reads: ""You know you shouldn't go with him, it's what I asked you yesterday. What do you think of him after nine days? You told me you think he's crazy."" This sentence may be the female character emphasizing her viewpoint or complaining about the other person's behavior. Based on the audio clue describing the character's intensified tone, with a tone of blame and anger, as well as the video clue of the female character displaying a tense conversation or argument, we can infer that this sentence carries a sense of anger and dissatisfaction. The female character may be criticizing the other person's decision or behavior and expressing her discontent and anger towards them."
sample_00001492,"In the video, the frame includes a man on the right side (facing the camera) and a man on the left side (with his back to the camera). We mainly analyze the emotional state of the man on the right side. At the beginning of the video, the man on the right side slightly furrows his brow, with a serious facial expression and moving his mouth, indicating that he is engaged in a serious conversation with the other person. In the middle of the video, his brow furrowing becomes more pronounced, and his facial expression appears angry. At the same time, he looks at the other person and points his finger at their head, which often implies accusation. In the following scenes, his mouth continues to move, and his facial expression does not change significantly, indicating that he is engaged in a heated argument with the other person. In the audio, the character's voice is accompanied by obvious panting sounds, indicating that he is speaking rapidly, possibly due to excessive excitement. In the text, the subtitle reads: ""Look at yourself, you're just a fraud. You can deceive anyone, but you chose to deceive Gan Jing. I almost fell for your deception too."" This sentence is likely the man on the right side accusing and expressing anger towards the man on the left side. Based on the serious facial expression, furrowed brow, accusing gesture in the video clues, as well as the panting sounds and urgent tone in the audio clues, we can infer that this sentence expresses the man on the right side's anger and disappointment towards the man on the left side. The man on the right side probably believes that the man on the left side is an emotional fraud and feels angry and dissatisfied with his actions."
sample_00001500,"In the video, the screen shows a woman with a tightly furrowed brow and slightly downturned corners of the mouth, indicating a negative emotion. Her gaze is directed towards someone off-screen, and her tense facial muscles and slightly parted lips suggest that she is engaged in a serious conversation. In the audio, the character's voice has a weighty and serious tone, conveying concern and attentiveness. In the text, the subtitle reads: ""Ai Xiaotian, have you ever thought about it? These people suddenly came asking for information, could there be other intentions? Think about it, Dean Qiu will retire soon."" This sentence expresses a sense of worry and concern. Based on the video clues of the woman's tense facial muscles, slightly parted lips, and negative emotional expression, it can be inferred that she is expressing a state of worry and anxiety in the conversation. Additionally, the serious and concerned tone of the character in the audio further supports this inference. Therefore, this sentence expresses the woman's concern and worry about the intentions of the people who suddenly requested information and Dean Qiu's upcoming retirement."
sample_00001515,"In the video, the scene shows a woman standing outdoors with stairs and distant vehicles in the background. In the video, her eye sockets are slightly red, her eyebrows are slightly furrowed, and her facial expression seems somewhat sad. She turns her head and looks at someone off-screen, engaging in a somewhat negative conversation with them. In the audio, there is a tone of resentment. Combined with the text content, the character expresses dissatisfaction and resentment towards the other person for not providing enough care or concern, leading to the character's discontent and complaints. In the text, the subtitle reads, ""What are you looking at? Is that what you call taking care of someone?"" This sentence may be a question or complaint directed by the woman towards the person off-screen. Based on the woman's facial expression with slightly red eye sockets in the video clue, as well as the resentful tone described in the audio clue, we can infer that this sentence carries a sense of dissatisfaction and resentment. The woman may feel ignored or uncared for by the other person, hence expressing her discontent."
sample_00001521,"In the video, there is a lady in the frame, and the scene is outdoors. At the beginning of the video, her facial expression is calm. In the following shots, she turns around and looks at someone, with a slight upward curve at the corners of her mouth, seemingly a polite smile. Then, her mouth moves, indicating that she is having a conversation with someone, and her overall facial expression remains calm. In the audio, her tone is sincere. Combined with the text content, the character is asking someone about something. In the text, the subtitle says, ""Niuniu, sorry to bother you. I just wanted to ask if you told Xiaonan about that matter?"" This sentence is possibly the lady asking someone named Niuniu about something. Based on the calm facial expression of the lady in the video, the polite smile when she turns around, and the sincere tone in the audio, we can infer that the lady's attitude is friendly and polite when asking the question. Therefore, this sentence expresses the lady's politeness and humility, which aligns with the emotional states indicated by the video and audio clues."
sample_00001539,"In the video, the scene shows a man sitting in an indoor environment with a bookshelf and a soccer ball in the background. He is wearing a formal black suit and a white shirt, with a microphone clipped to his clothes, indicating that he may be conducting an interview or giving a speech. In the video, his mouth is slightly upturned and his eyebrows are slightly raised, which may indicate that he is talking about a lighthearted topic or sharing a positive viewpoint or experience. His gaze is direct, suggesting confidence in the content he is discussing. Therefore, it can be predicted that the person in the video maintains a stable emotional state throughout the process and overall feels positive and pleasant.In the audio, the character's tone and intonation are relatively calm.In the text, the subtitle reads: ""I certainly hope that all the good players come to our Evergrande."" This sentence may be the man expressing his expectations or wishes for the team. Based on the visual cues of the man's upturned mouth, raised eyebrows, and direct gaze, as well as the description of the character's calm tone and intonation in the audio, we can infer that this sentence may carry a positive and confident emotion. The man is likely filled with anticipation and hope for the team's development and the addition of players, thus expressing a positive emotional state."
sample_00001557,"In the video, a girl appears in the frame. From the background and the microphone near her mouth, it can be inferred that she is on stage. At the beginning of the video, she furrows her brows and her mouth droops when speaking, which are typical facial expressions of sadness. At the end of the video, her brows suddenly relax and her facial expression appears very calm. We speculate that she may be performing in a show, which could explain this somewhat unreasonable emotional change. In the audio, at the beginning, the character's voice is accompanied by obvious sobbing. Later on, the character speaks with a sobbing tone. Overall, the character seems to be sad and upset. In the text, the subtitle says, ""He said my parents are arguing."" This sentence indicates that the girl's parents are arguing, which may be the reason for her low mood. Based on the sad facial expressions displayed by the girl in the video and the obvious sobbing and sobbing tone in the audio clues, we can infer that the girl's emotional state in the video is sadness and sorrow. The calm facial expression at the end of the video may be because she is performing in a show and needs to control her emotions, rather than a genuine emotional change."
sample_00001580,"In the video, the screen shows a woman sitting on a sofa. In the video, her facial expression is serious, indicating that she is having a conversation with someone. The shaking of the newspaper in the frame suggests her hand movements, and her head is also swaying. These body movements often accompany strong emotional expressions of the character, seemingly emphasizing something. In the audio, the tone is firm and loud and clear. Combined with the text content, it feels like the character is very confident in her judgment. In the text, the subtitle says, ""But I guarantee that as long as she gets married, she will definitely be better than their family. What do you think, Captain?"" This sentence may be a statement or suggestion of the woman's viewpoint to the person next to her. Based on the serious facial expression of the woman, the movements of her hands and head in the video clues, and the firm and loud description of the character in the audio clues, we can infer that this sentence may carry a confident and firm tone. The woman may be emphasizing her viewpoint and is very confident in her judgment. Therefore, this sentence may be expressing the woman's optimistic view of someone's marriage prospects, which is consistent with the serious and confident emotions displayed by the woman overall."
sample_00001586,"In the video, the screen shows a female character. From the hanging water, it can be inferred that the character is in a hospital. Through the window, the background can be seen with natural light and blurry green plants. In the opening scene, we see the female character looking down with a slight smile, giving a shy but happy expression. In the following scenes, the character's gaze looks towards a person on the left side who is not in the frame, and the smile becomes more obvious. In the middle of the video, the character's gaze starts to look down again, and finally returns to the other person, appearing somewhat shy. Overall, the character is experiencing a pleasant conversation. In the audio, the character's voice is soft and the tone is relatively calm. In the text, the subtitle says, ""I believe, thank you, Dr. Cheng."" This sentence may be the female character expressing gratitude and affirmation to Dr. Cheng. Based on the changes in the female character's facial expressions and gaze in the video clues, it can be seen that she shows a shy but happy emotion during the conversation. At the same time, the description of the character's soft voice and calm tone in the audio clues also matches the overall pleasant emotion displayed by the female character. Therefore, this sentence can be inferred as the female character's words of gratitude and appreciation to Dr. Cheng."
sample_00001589,"In the video, the screen shows a female character whose facial expression appears very painful. Her eyebrows are furrowed and the corners of her mouth are downturned. From her expression and posture, it can be inferred that she may be going through an emotional conflict. Her mouth is open and her gaze is directed towards a person on the right side of the screen, indicating that a heated argument is taking place. In the audio, the character's tone is urgent and their emotions are heightened. Combined with the text content ""Now you know what it's like to worry for me,"" it can be inferred that the character is expressing blame and dissatisfaction towards the other person. In the text, the subtitle reads: ""Now you know what it's like to worry for me."" This sentence is likely the female character's expression of blame and dissatisfaction towards the person on the right side of the screen. Based on the video clues of the female character's painful facial expression, furrowed eyebrows, downturned corners of the mouth, and gaze towards the person on the right side of the screen, it can be deduced that she is going through an emotional conflict and is engaged in a heated argument with the other person. Additionally, based on the audio clue of the character's urgent tone and heightened emotions, as well as the expression of blame and dissatisfaction in the subtitle content, it can further confirm the female character's attitude and emotional state towards the other person."
sample_00001614,"In the video, the screen shows a female character with an indoor background. In the video, her eyes are red and tears can be seen flowing from the left corner of her eye. Her facial expression appears somewhat sad. In the audio, there is a long silence in the first half of the speech. In the second half, the character's tone carries a sense of questioning. In the text, the subtitle says, ""Why did you treat me like this?"" This sentence may be a question or complaint from the female character to someone. Based on the visual clues of the female character's red eyes, tears flowing from the corner of her eye, and her sad facial expression, it can be inferred that she is in a state of sadness or disappointment when saying this sentence. At the same time, based on the audio clue of the character's tone carrying a sense of questioning, it can be speculated that this sentence carries a tone of anger or dissatisfaction. Taking into account the video and audio clues, it can be inferred that the female character expresses her feelings of sadness, disappointment, anger, or dissatisfaction towards someone in this sentence."
sample_00001619,"In the video, the screen shows a female character with a furrowed brow, looking at a man on the right side of the screen. Her head is slightly tilted forward, and the muscles in her neck are tense, indicating that she is engaged in a heated argument with the man on the right. In the audio, the character's voice is urgent and excited, displaying a high level of emotion and aggression. In the text, the subtitle reads, ""The cow doesn't drink water, so you forcefully press its head?"" This sentence may be a questioning or accusing remark from the female character towards the man. Based on the visual clues of the female character's furrowed brow, tense muscles, and forward-leaning posture, it can be inferred that she is engaged in a heated argument with the man. Additionally, the audio clue of the character's urgent and excited voice indicates a high level of emotion and aggression. Therefore, this sentence may carry a sense of anger or blame, with the female character questioning why the man is resorting to forceful means to solve the problem."
sample_00001620,"In the video, the scene shows a female character standing indoors. At the beginning of the video, her gaze flicks to the left, without making direct eye contact. Then, her shoulders sink, as if she deeply exhales. In the following scenes, her gaze looks downwards, with an increased blinking frequency, and she glances up at the other person, before looking down again. Overall, the character's facial expression is quite negative. In the audio, the character sighs, which is often a way to express negative emotions or stress, indicating that the character is not happy internally. In the second half of the voiceover, the character questions the necessity of the other person's actions, and a negative attitude is often accompanied by negative emotions. In the text, the subtitle says, ""Do you need to apologize?"" This sentence may be a questioning or rhetorical statement from the female character towards the other person. Based on the negative facial expressions of the female character in the video clues, such as looking downwards and increased blinking frequency, as well as the audio clue of the character sighing and expressing a negative attitude, we can infer that this sentence carries a sense of dissatisfaction or negative emotion. The female character may be unhappy with the other person's behavior or remarks and questions whether an apology is necessary."
sample_00001629,"In the video, in the opening scene, we see a man sitting in an indoor environment with plants and furniture in the background. His mouth is upturned at the corners, and his eyes are squinted, showing a joyful or confident emotion. As time passes, the man's mouth moves and he makes some gestures, possibly emphasizing his words or expressing enthusiasm. Then, his gestures slightly converge, but his smile and pleasant expression still remain. This indicates that although he may have finished the main part of his narration, the overall emotion is still positive and joyful. Based on these visuals, it can be predicted that the man's emotional state in the video is positive, and he may be sharing good news, interesting stories, or his enthusiasm for a certain topic.In the audio, the character speaks with laughter, suggesting that the character's mood is quite pleasant.In the text, the subtitle says, ""也是一吊儿郎当."" This sentence may be the man's evaluation of himself or someone or something he is describing. Based on the audio clue of the character speaking with laughter and the video clue of the man's joyful and positive emotions, we can infer that this sentence may have a relaxed or humorous tone. Therefore, this sentence may be an adjective used by the man to describe a person or thing, expressing his relaxed and joyful attitude towards them."
sample_00001636,"In the video, the scene shows a female character lying on a bed. Her facial expression is calm, with a slightly serious gaze. Her eyes are fixed on the ceiling, possibly deep in thought or reminiscing, or perhaps engaged in an internal dialogue. The environment is dimly lit, with the only light seeming to come from one side, possibly indicating nighttime or dim indoor lighting. This dim environment easily creates a negative mood for the character. Overall, the character appears to be in a state of contemplation, reminiscence, or introspection, possibly reflecting on past events or experiences of hardship.In the audio, the tone is low and carries a sense of helplessness and despair. Towards the end of the voiceover, a mocking laughter can be heard, suggesting the character's resignation towards their tragic situation.In the text, the subtitle reads: ""I try my best to immerse myself in the creative process, to forget the pain, but it's just too unbearable. When I can't take it anymore, I sneak out at night, onto the deserted streets, wandering alone. Like a ghost."" Based on the video clues of the female character lying on a bed, with a calm facial expression and a serious gaze towards the ceiling, as well as the description of a dim environment, it can be inferred that she is in a state of contemplation, reminiscence, or introspection. Additionally, the audio clue describing a low and helpless tone, along with the mocking laughter at the end, further reinforces this negative emotional inference. The description in the subtitle expresses the female character's attempt to forget the pain through creativity, but finding it unbearable. When she can no longer bear it, she sneaks out at night, onto the deserted streets, describing herself as a ghost. These descriptions further support the inference that the female character is in a state of pain and helplessness.In conclusion, based on the video clues of the facial expression and environmental description, the audio clues of the tone and laughter, and the description in the subtitle, it can be inferred that the female character is in a state of contemplation, reminiscence, or introspection, accompanied by feelings of pain, helplessness, and despair."
sample_00001641,"In the video, the background is an outdoor environment with trees and blurry buildings, but these elements do not provide more clues about her emotional state. The screen shows a woman with slightly furrowed brows and slightly downturned corners of her mouth, which may indicate that she is experiencing some unpleasant emotions. Her gaze seems to be focused on someone she is talking to, which can be inferred from her focused eyes and slightly parted lips. In the audio, the character raises the volume when expressing ""the most vicious,"" expressing strong negative evaluations of another person. In the text, the subtitle reads, ""You must be the kind of woman she was talking about, the most vicious woman in the world."" This sentence may be a character's evaluation or accusation of another person. Based on the audio clue of the character raising the volume and expressing strong negative evaluations, as well as the video clue of the woman's furrowed brows and downturned corners of her mouth, we can infer that this sentence carries a sense of anger or hatred. The woman's focused gaze and slightly parted lips also indicate that she is engaged in an intense conversation with someone. Therefore, this sentence may be a strong accusation or condemnation from the woman towards another person, consistent with her displayed unpleasant emotions."
sample_00001642,"In the video, in the opening scene, we see a woman with a slight smile and wide open eyes, seemingly expressing surprise or happiness. Her facial muscles are relaxed, and her eyebrows are slightly raised, which is usually associated with a pleasant or excited emotional state. The background is nighttime, with soft lighting, possibly in an outdoor evening setting, which may be related to social activities or special events. As time goes on, the woman continues to smile without any apparent emotional changes. Overall, it can be inferred that the woman in the video may have experienced an event that made her feel happy and satisfied. In the audio, when expressing the interjection ""哎呀"" (Oh), the tone rises, expressing the character's surprise. Laughter accompanies the voice, suggesting a state of surprise. In the text, the subtitle says, ""哎呀，太谢谢飞哥了！"" (Oh, thank you so much, Fei Ge!). This sentence is likely the woman expressing gratitude to someone (Fei Ge). Based on the audio clue of the rising tone and accompanying laughter, as well as the woman's smiling and pleasant emotions shown in the video clue, we can infer that this sentence expresses the woman's surprise and gratitude for some kind of help or benefit from Fei Ge. Overall, this sentence conveys the woman's positive emotions and satisfaction."
