name,discrete,valence
sample_00001136,neutral,0.75
sample_00006730,angry,-0.5
sample_00000708,worried,0.75
sample_00006805,neutral,0.25
sample_00003574,worried,0.0
sample_00000780,neutral,0.0
sample_00003453,neutral,-1.0
sample_00005475,neutral,1.0
sample_00001902,happy,2.5
sample_00003944,worried,-2.0
sample_00002226,happy,1.25
sample_00004851,neutral,0.0
sample_00005210,neutral,0.75
sample_00006685,angry,-1.75
sample_00003450,neutral,0.0
sample_00006369,happy,1.5
sample_00000866,worried,-1.75
sample_00001895,angry,-3.5
sample_00001916,neutral,0.25
sample_00002203,happy,1.0
sample_00005461,worried,-1.5
sample_00004083,angry,-2.75
sample_00000734,neutral,0.0
sample_00006090,angry,-3.0
sample_00004338,angry,-1.75
sample_00005763,worried,-1.75
sample_00004392,neutral,0.0
sample_00003929,sad,-2.25
sample_00004909,angry,-4.75
sample_00001907,angry,-2.25
sample_00002746,happy,1.25
sample_00002472,happy,1.25
sample_00001937,neutral,-0.25
sample_00004789,angry,-3.25
sample_00001399,happy,1.0
sample_00004978,neutral,-0.25
sample_00002193,happy,1.75
sample_00000748,sad,-1.5
sample_00004897,neutral,0.0
sample_00000277,angry,-3.25
sample_00002897,angry,-2.5
sample_00004046,worried,-1.25
sample_00001019,sad,-4.75
sample_00003089,neutral,-0.75
sample_00005276,angry,-3.25
sample_00006632,neutral,-0.75
sample_00002898,angry,-0.75
sample_00002959,angry,-2.75
sample_00000491,angry,-2.75
sample_00001071,happy,2.0
sample_00002531,happy,1.0
sample_00001459,neutral,0.0
sample_00005822,surprise,2.25
sample_00002090,worried,-1.5
sample_00005343,sad,-2.5
sample_00002305,happy,2.0
sample_00003467,sad,-2.25
sample_00000941,neutral,-0.75
sample_00004761,neutral,-0.25
sample_00000583,surprise,-2.0
sample_00003781,sad,-1.25
sample_00006252,happy,1.0
sample_00001179,worried,-1.75
sample_00005686,neutral,0.0
sample_00003613,worried,-1.5
sample_00000449,worried,-1.0
sample_00004059,happy,2.25
sample_00005124,happy,1.25
sample_00004237,worried,-0.5
sample_00005141,happy,1.5
sample_00006466,sad,-2.25
sample_00004340,happy,2.25
sample_00001721,angry,-3.0
sample_00000060,sad,-3.0
sample_00005399,surprise,0.0
sample_00004188,worried,-1.75
sample_00002512,sad,-1.0
sample_00005304,neutral,0.0
sample_00006338,neutral,-1.0
sample_00004202,angry,-2.0
sample_00006324,angry,-0.75
sample_00006643,neutral,0.0
sample_00004928,happy,0.0
sample_00005961,surprise,-2.5
sample_00004758,angry,-2.75
sample_00004905,surprise,-0.75
sample_00002981,worried,-1.25
sample_00000636,angry,-3.0
sample_00000994,neutral,0.0
sample_00003425,angry,-1.5
sample_00003443,neutral,0.0
sample_00002650,angry,-2.5
sample_00005158,sad,-1.5
sample_00000257,angry,-1.5
sample_00005982,angry,-3.25
sample_00006886,sad,-2.5
sample_00005104,angry,-3.0
sample_00000516,neutral,0.0
sample_00006873,happy,2.25
sample_00001857,neutral,0.0
sample_00003387,angry,-3.5
sample_00002883,angry,-2.75
sample_00004363,angry,-4.25
sample_00002745,worried,-2.5
sample_00000317,happy,1.25
sample_00002884,worried,-0.5
sample_00002289,sad,-3.25
sample_00005757,worried,-2.5
sample_00002744,neutral,0.0
sample_00000929,angry,-3.5
sample_00003176,neutral,-0.5
sample_00003093,neutral,0.75
sample_00006116,angry,-3.75
sample_00006716,angry,-4.0
sample_00006878,happy,1.5
sample_00002580,sad,-1.25
sample_00004752,neutral,-0.5
sample_00006581,angry,-3.0
sample_00002790,angry,-2.25
sample_00000637,angry,-1.5
sample_00004653,sad,-3.0
sample_00002609,happy,3.0
sample_00005762,neutral,0.0
sample_00006875,angry,-3.75
sample_00000310,worried,-1.75
sample_00006663,worried,-1.25
sample_00006516,worried,0.25
sample_00000724,angry,-1.0
sample_00000311,happy,1.25
sample_00005847,sad,-2.25
sample_00002762,angry,-2.75
sample_00003570,happy,1.0
sample_00000532,surprise,1.25
sample_00003833,angry,-3.0
sample_00003992,neutral,-0.5
sample_00003221,angry,-3.0
sample_00006531,neutral,-0.5
sample_00002834,worried,-1.0
sample_00002188,happy,1.5
sample_00002619,happy,2.0
sample_00003314,worried,0.0
sample_00004856,surprise,-1.5
sample_00004153,sad,-2.0
sample_00001815,neutral,-0.25
sample_00003755,happy,1.75
sample_00006971,neutral,0.25
sample_00003856,sad,-0.75
sample_00003020,neutral,1.0
sample_00001898,worried,-0.75
sample_00002831,sad,-3.0
sample_00005666,neutral,-2.0
sample_00002066,angry,-1.25
sample_00006142,surprise,-1.75
sample_00005998,happy,1.75
sample_00006049,happy,1.75
sample_00002900,angry,-2.5
sample_00003175,happy,1.25
sample_00005306,happy,1.5
sample_00006567,neutral,0.0
sample_00003535,happy,1.25
sample_00006138,happy,1.25
sample_00003455,happy,0.75
sample_00006316,angry,-2.25
sample_00001047,happy,2.75
sample_00005147,neutral,-0.75
sample_00005405,worried,-0.75
sample_00003094,angry,-2.75
sample_00004032,happy,1.0
sample_00000766,worried,-1.0
sample_00003532,surprise,0.25
sample_00002543,sad,-2.75
sample_00004548,sad,-3.25
sample_00006419,neutral,0.5
sample_00003279,angry,-3.25
sample_00006757,neutral,0.5
sample_00004937,happy,2.0
sample_00005421,surprise,0.0
sample_00001772,worried,-1.0
sample_00003369,angry,-2.75
sample_00000849,happy,0.75
sample_00001638,happy,1.5
sample_00000452,neutral,0.5
sample_00005063,angry,-3.5
sample_00003381,happy,0.25
sample_00000825,happy,1.0
sample_00006900,neutral,1.0
sample_00003584,angry,-0.75
sample_00006826,angry,-1.0
sample_00001099,neutral,-0.25
sample_00003346,happy,1.5
sample_00003452,happy,1.75
sample_00001901,neutral,-0.75
sample_00002127,neutral,0.5
sample_00003522,neutral,-2.25
sample_00001227,happy,1.0
sample_00006574,happy,2.25
sample_00003516,happy,0.75
sample_00005275,happy,1.0
sample_00000422,neutral,0.25
sample_00002524,angry,-2.25
sample_00001291,neutral,0.25
sample_00006190,surprise,1.5
sample_00004914,neutral,0.0
sample_00003198,worried,-0.75
sample_00000026,neutral,-0.25
sample_00002919,neutral,0.0
sample_00003222,sad,-3.75
sample_00000236,neutral,0.0
sample_00004880,worried,-2.25
sample_00005577,worried,-2.75
sample_00004394,sad,-2.25
sample_00005715,neutral,-0.75
sample_00007022,worried,-2.0
sample_00001376,worried,0.25
sample_00005348,happy,0.75
sample_00006820,happy,1.0
sample_00001991,neutral,-0.25
sample_00004030,surprise,-1.25
sample_00003069,worried,-0.5
sample_00000618,sad,-0.5
sample_00003181,neutral,0.0
sample_00005045,happy,2.25
sample_00001568,neutral,-0.5
sample_00004455,angry,-3.75
sample_00002629,angry,-0.5
sample_00005539,angry,-2.25
sample_00005075,angry,-2.5
sample_00005094,sad,-2.75
sample_00006309,happy,2.0
sample_00006253,sad,-3.0
sample_00002843,angry,-2.25
sample_00000408,sad,-2.5
sample_00005600,happy,1.75
sample_00003873,angry,-3.75
sample_00004224,surprise,-0.75
sample_00003463,sad,-1.5
sample_00000470,worried,-0.5
sample_00002161,happy,1.5
sample_00003517,neutral,0.0
sample_00002540,worried,-1.25
sample_00000386,worried,-1.25
sample_00000148,surprise,0.5
sample_00000649,happy,0.5
sample_00005263,neutral,-0.5
sample_00006961,angry,-4.0
sample_00002769,worried,-2.0
sample_00005401,sad,-2.5
sample_00002634,neutral,0.0
sample_00005112,worried,-0.5
sample_00004295,angry,-3.0
sample_00001006,worried,-1.0
sample_00000402,angry,-4.0
sample_00002761,angry,-3.25
sample_00000008,sad,-3.5
sample_00001498,neutral,0.0
sample_00003150,angry,-3.75
sample_00001237,neutral,-0.25
sample_00003594,happy,0.5
sample_00000947,sad,-2.75
sample_00006954,neutral,-0.25
sample_00003601,surprise,0.0
sample_00002346,neutral,-0.5
sample_00005426,angry,-1.75
sample_00004672,neutral,0.0
sample_00005208,neutral,0.0
sample_00000895,neutral,-1.5
sample_00005476,neutral,-0.25
sample_00004135,worried,-3.25
sample_00003074,angry,-0.5
sample_00005224,angry,-2.0
sample_00000778,neutral,-0.75
sample_00001969,angry,-2.25
sample_00005453,angry,-1.25
sample_00000959,angry,-4.25
sample_00004071,happy,2.0
sample_00005474,happy,2.0
sample_00000743,worried,-1.0
sample_00000143,angry,-2.5
sample_00005519,neutral,0.0
sample_00000223,neutral,0.0
sample_00001139,sad,-2.5
sample_00001631,surprise,-0.25
sample_00000099,angry,-1.75
sample_00002342,angry,-2.5
sample_00001060,angry,-3.75
sample_00002880,sad,-3.0
sample_00004683,sad,-3.0
sample_00004968,sad,-0.5
sample_00004496,neutral,0.0
sample_00004658,happy,1.5
sample_00002581,angry,-2.25
sample_00003342,worried,-1.0
sample_00002590,angry,-2.25
sample_00002130,angry,-0.75
sample_00003683,angry,-1.75
sample_00004569,angry,-1.5
sample_00005011,neutral,0.0
sample_00002350,angry,0.0
sample_00005538,happy,2.0
sample_00001682,angry,-2.25
sample_00002916,angry,-3.0
sample_00005430,sad,-2.5
sample_00003245,neutral,0.5
sample_00000572,neutral,-0.5
sample_00005964,happy,2.0
sample_00002937,neutral,0.0
sample_00004863,angry,-3.75
sample_00006487,neutral,0.75
sample_00003121,worried,-0.5
sample_00003460,angry,-3.5
sample_00004000,neutral,-0.25
sample_00001667,happy,0.5
sample_00006231,happy,1.75
sample_00001424,happy,1.0
sample_00004229,happy,1.75
sample_00002169,neutral,-1.25
sample_00005298,angry,-1.75
sample_00004368,happy,1.75
sample_00004848,neutral,-1.5
sample_00006608,sad,-1.5
sample_00002806,worried,-0.25
sample_00006355,neutral,0.0
sample_00000473,happy,1.75
sample_00002460,happy,1.0
sample_00003656,neutral,-0.25
sample_00002687,happy,2.5
sample_00004792,neutral,0.5
sample_00000482,neutral,0.5
sample_00002701,worried,0.0
sample_00000513,angry,-2.75
sample_00004244,neutral,0.0
sample_00004007,surprise,-0.75
sample_00004943,happy,1.5
sample_00004177,neutral,-0.25
sample_00005626,sad,-3.25
sample_00001929,neutral,-0.25
sample_00005828,surprise,-0.75
sample_00006818,sad,-0.25
sample_00004403,angry,-2.0
sample_00002765,happy,1.0
sample_00005557,happy,1.0
sample_00004145,neutral,0.0
sample_00001256,neutral,0.0
sample_00005573,worried,-1.25
sample_00004308,happy,1.0
sample_00005894,worried,-1.0
sample_00004538,happy,1.5
sample_00004835,worried,-1.5
sample_00002718,neutral,0.0
sample_00003632,neutral,0.0
sample_00004617,neutral,0.0
sample_00004731,happy,1.25
sample_00001397,worried,-1.5
sample_00002698,angry,-2.25
sample_00003815,neutral,1.0
sample_00005321,angry,-4.0
sample_00006903,happy,2.0
sample_00003655,sad,-1.25
sample_00006089,worried,-0.5
sample_00005647,angry,-3.0
sample_00003990,happy,2.0
sample_00006274,happy,1.25
sample_00006890,happy,1.75
sample_00001157,neutral,-0.5
sample_00006003,sad,-2.75
sample_00004100,neutral,1.0
sample_00002603,happy,1.5
sample_00006618,worried,-0.25
sample_00006712,neutral,0.75
sample_00001445,angry,-3.25
sample_00006189,worried,-1.25
sample_00001551,worried,-1.0
sample_00005829,happy,1.0
sample_00006383,worried,-2.0
sample_00004004,angry,-3.5
sample_00000250,happy,1.25
sample_00003101,angry,-3.5
sample_00006532,neutral,0.0
sample_00004238,happy,1.25
sample_00003732,angry,-1.5
sample_00002787,happy,1.25
sample_00005746,angry,-2.75
sample_00001699,angry,-3.5
sample_00003165,sad,-2.75
sample_00002120,sad,-2.0
sample_00005968,happy,1.75
sample_00000011,neutral,-0.25
sample_00000951,neutral,-1.5
sample_00000638,surprise,-1.5
sample_00001759,happy,0.25
sample_00006577,neutral,-0.5
sample_00004936,neutral,0.0
sample_00002849,worried,-1.0
sample_00000511,happy,1.0
sample_00004874,happy,0.75
sample_00005241,angry,-2.5
sample_00001463,neutral,-1.25
sample_00003803,neutral,0.0
sample_00006475,neutral,-0.25
sample_00002010,surprise,0.0
sample_00004481,neutral,1.0
sample_00005639,worried,-0.25
sample_00003042,happy,1.0
sample_00001056,angry,-3.0
sample_00005701,angry,-2.5
sample_00002246,angry,-2.25
sample_00006605,neutral,-0.5
sample_00001617,worried,-1.0
sample_00000211,happy,0.75
sample_00003368,angry,-3.0
sample_00005595,neutral,0.0
sample_00003709,worried,-1.0
sample_00001965,neutral,0.0
sample_00000728,happy,-0.5
sample_00005285,happy,0.75
sample_00004726,sad,-1.25
sample_00003323,neutral,0.0
sample_00004345,angry,-2.5
sample_00005425,worried,-2.25
sample_00000495,angry,-3.25
sample_00006816,worried,-0.25
sample_00004296,sad,-1.75
sample_00004950,neutral,0.0
sample_00002862,happy,1.75
sample_00001866,angry,-3.0
sample_00004955,happy,1.0
sample_00000779,sad,-3.25
sample_00003521,worried,0.0
sample_00005912,happy,1.0
sample_00000181,happy,1.5
sample_00003686,angry,-2.25
sample_00006298,sad,-2.75
sample_00000671,happy,2.25
sample_00005848,worried,-2.0
sample_00002668,neutral,0.0
sample_00002406,angry,-1.5
sample_00006500,sad,-2.5
sample_00004984,happy,0.75
sample_00004492,neutral,0.0
sample_00006701,happy,1.75
sample_00006650,sad,-2.25
sample_00001323,angry,-3.5
sample_00001344,neutral,0.0
sample_00003236,neutral,0.0
sample_00005217,neutral,0.0
sample_00000224,neutral,-0.75
sample_00006994,worried,-0.75
sample_00004473,happy,1.0
sample_00003993,angry,-2.0
sample_00002972,surprise,-1.0
sample_00001454,neutral,-0.25
sample_00004934,happy,1.25
sample_00003385,worried,-1.0
sample_00002136,worried,-1.0
sample_00002788,surprise,-2.5
sample_00005407,neutral,-0.25
sample_00006893,angry,-1.0
sample_00002143,worried,-1.75
sample_00002556,angry,-2.5
sample_00005897,angry,-0.75
sample_00004388,angry,-2.25
sample_00006485,happy,0.75
sample_00001891,neutral,0.0
sample_00002680,angry,-3.75
sample_00002065,sad,-2.25
sample_00001848,angry,-3.5
sample_00001148,worried,-2.25
sample_00003607,angry,-3.5
sample_00005207,neutral,0.0
sample_00003644,angry,-2.75
sample_00000308,neutral,-1.5
sample_00006422,surprise,-1.75
sample_00006212,angry,-1.75
sample_00001644,angry,-2.75
sample_00004630,worried,-0.5
sample_00001159,happy,1.75
sample_00006344,angry,-3.5
sample_00001999,sad,-4.5
sample_00004185,worried,-1.5
sample_00003879,angry,-2.0
sample_00004191,worried,-0.75
sample_00002812,happy,1.5
sample_00003773,surprise,-0.75
sample_00004379,neutral,0.0
sample_00004110,happy,0.75
sample_00001558,sad,-1.25
sample_00004309,neutral,-0.75
sample_00001292,worried,-0.5
sample_00004303,sad,-0.75
sample_00005944,happy,1.5
sample_00004465,happy,1.0
sample_00004583,worried,-0.75
sample_00001305,happy,0.75
sample_00006308,angry,-1.5
sample_00001995,neutral,0.0
sample_00003242,happy,2.0
sample_00002115,happy,0.75
sample_00005277,neutral,-0.25
sample_00003652,worried,0.25
sample_00006693,neutral,-0.5
sample_00005716,angry,-2.25
sample_00004624,angry,-1.0
sample_00000375,neutral,0.0
sample_00000100,worried,-1.0
sample_00004051,angry,-1.0
sample_00006185,neutral,-0.25
sample_00002264,angry,-3.5
sample_00004362,happy,1.0
sample_00003844,sad,-3.5
sample_00001941,worried,0.0
sample_00000793,worried,-1.25
sample_00002295,neutral,0.0
sample_00006494,neutral,-0.25
sample_00006045,angry,-1.75
sample_00005730,angry,-2.5
sample_00005310,neutral,-0.75
sample_00000705,neutral,1.0
sample_00006299,neutral,0.5
sample_00004983,neutral,0.0
sample_00002908,neutral,-0.5
sample_00003511,happy,1.25
sample_00000946,happy,1.5
sample_00006408,neutral,0.0
sample_00001328,neutral,0.0
sample_00001094,neutral,-1.0
sample_00001095,neutral,0.75
sample_00006945,happy,0.5
sample_00006736,happy,1.5
sample_00000899,neutral,-1.0
sample_00003442,happy,2.5
sample_00001538,happy,1.75
sample_00000811,angry,-1.25
sample_00001457,happy,1.75
sample_00003216,angry,-3.0
sample_00002679,neutral,0.0
sample_00001781,angry,-2.0
sample_00002926,happy,2.25
sample_00002885,surprise,0.5
sample_00002269,angry,-1.25
sample_00002534,worried,-1.75
sample_00004597,worried,-1.5
sample_00002539,angry,-2.0
sample_00006646,happy,2.0
sample_00005125,neutral,0.0
sample_00005010,sad,-3.25
sample_00004018,happy,1.25
sample_00005747,neutral,-0.25
sample_00000984,neutral,0.0
sample_00005703,sad,-2.0
sample_00001485,angry,-2.75
sample_00003847,angry,-4.75
sample_00006696,happy,2.0
sample_00001080,happy,1.0
sample_00001646,angry,-2.5
sample_00002105,happy,1.75
sample_00001098,angry,-1.0
sample_00002760,neutral,0.0
sample_00003645,angry,-1.25
sample_00005815,angry,-2.5
sample_00000564,angry,-2.25
sample_00002579,angry,-1.25
sample_00000578,sad,-2.75
sample_00003878,neutral,0.5
sample_00005017,neutral,0.0
sample_00001837,sad,-3.75
sample_00006148,neutral,0.0
sample_00005283,neutral,0.0
sample_00005443,happy,1.75
sample_00006323,neutral,-1.0
sample_00004942,angry,-3.25
sample_00005062,happy,1.0
sample_00003766,angry,-2.5
sample_00003010,angry,-3.5
sample_00003556,worried,-0.25
sample_00003790,sad,-1.75
sample_00003028,surprise,-0.25
sample_00002256,angry,-1.5
sample_00000981,neutral,-1.0
sample_00006540,happy,2.5
sample_00004788,neutral,-0.5
sample_00003699,neutral,-0.5
sample_00000863,sad,-1.0
sample_00006946,neutral,-1.0
sample_00003985,angry,-1.25
sample_00000247,sad,-2.5
sample_00002689,worried,-3.0
sample_00006939,surprise,-0.25
sample_00003577,sad,-2.75
sample_00000018,neutral,0.0
sample_00005051,neutral,-0.25
sample_00000662,worried,-1.75
sample_00005536,neutral,0.0
sample_00004343,happy,1.0
sample_00005572,neutral,-0.25
sample_00001364,angry,-2.5
sample_00004690,angry,-3.5
sample_00004288,worried,-1.5
sample_00006427,angry,-2.75
sample_00002794,angry,-1.0
sample_00001059,happy,1.0
sample_00004520,angry,-3.5
sample_00005576,neutral,0.0
sample_00006420,angry,-3.0
sample_00004680,sad,-2.75
sample_00003520,worried,-1.75
sample_00000832,angry,-2.75
sample_00001725,neutral,0.25
sample_00006869,neutral,-0.75
sample_00005497,worried,-2.0
sample_00000202,sad,-3.0
sample_00002446,angry,-1.75
sample_00002102,neutral,-1.0
sample_00004598,sad,-1.25
sample_00003809,neutral,0.0
sample_00001889,happy,0.75
sample_00006587,happy,1.25
sample_00002613,neutral,0.0
sample_00005058,happy,1.25
sample_00001133,angry,-1.0
sample_00006016,worried,0.0
sample_00006428,worried,0.0
sample_00002967,neutral,0.0
sample_00002742,sad,-3.25
sample_00004254,sad,-3.25
sample_00001057,happy,1.5
sample_00006997,angry,-2.25
sample_00003986,neutral,-1.25
sample_00001388,neutral,0.0
sample_00003422,sad,-1.75
sample_00005479,angry,-1.75
sample_00004216,worried,-0.5
sample_00006717,happy,1.75
sample_00006381,happy,1.75
sample_00005939,worried,-1.0
sample_00000157,happy,0.5
sample_00001544,angry,-2.75
sample_00000989,angry,-2.5
sample_00004925,neutral,-0.25
sample_00005074,angry,-3.5
sample_00005955,neutral,0.0
sample_00002118,neutral,0.0
sample_00006505,neutral,-0.25
sample_00001042,angry,-1.75
sample_00000673,neutral,0.75
sample_00003256,angry,-1.75
sample_00003545,angry,-2.25
sample_00001082,neutral,0.25
sample_00004279,neutral,-0.5
sample_00006642,neutral,0.0
sample_00000754,sad,-4.0
sample_00000876,angry,-2.5
sample_00004887,angry,-2.25
sample_00005938,neutral,-2.25
sample_00006585,happy,1.0
sample_00003400,neutral,0.0
sample_00004940,angry,-3.25
sample_00006677,neutral,1.0
sample_00004667,happy,2.0
sample_00004084,angry,-2.0
sample_00005824,neutral,-0.25
sample_00003839,neutral,-0.25
sample_00003178,neutral,0.75
sample_00002229,sad,-3.75
sample_00005383,worried,-0.75
sample_00001408,neutral,0.0
sample_00006935,happy,2.0
sample_00005676,neutral,-1.25
sample_00006326,worried,-0.75
sample_00002381,neutral,0.25
sample_00004407,sad,0.0
sample_00003295,happy,0.75
sample_00005727,neutral,-0.5
sample_00006569,neutral,0.0
sample_00005008,neutral,0.5
sample_00000243,angry,-3.25
sample_00005787,happy,0.75
sample_00000496,happy,2.0
sample_00006910,neutral,0.0
sample_00002279,happy,0.75
sample_00004203,neutral,-0.5
sample_00003044,angry,-1.0
sample_00004781,neutral,-0.25
sample_00000920,neutral,-1.0
sample_00000185,happy,2.0
sample_00006798,worried,-1.5
sample_00001622,worried,-1.5
sample_00002863,neutral,0.0
samplenew_00006611,sad,
samplenew_00006666,angry,
samplenew_00006851,sad,
samplenew_00008033,sad,
samplenew_00009034,sad,
samplenew_00009099,happy,
samplenew_00009173,sad,
sample_00000009,angry,
sample_00001313,happy,
sample_00002196,angry,
sample_00002328,sad,
sample_00002754,happy,
sample_00003603,happy,
sample_00003657,angry,
sample_00004174,worried,
sample_00004209,sad,
sample_00005056,happy,
sample_00005559,worried,
sample_00006244,angry,
sample_00006837,angry,
sample_00006952,angry,
samplenew_00000281,angry,
samplenew_00000678,sad,
samplenew_00000872,sad,
samplenew_00000917,angry,
samplenew_00001469,angry,
samplenew_00002117,neutral,
samplenew_00002391,happy,
samplenew_00002463,angry,
samplenew_00002494,sad,
samplenew_00003119,angry,
samplenew_00003372,happy,
samplenew_00003444,worried,
samplenew_00004211,worried,
samplenew_00004359,sad,
samplenew_00004364,sad,
samplenew_00004508,angry,
samplenew_00004670,happy,
samplenew_00004989,angry,
samplenew_00006080,sad,
samplenew_00006275,sad,
samplenew_00006402,angry,
samplenew_00021945,angry,
samplenew_00022281,angry,
samplenew_00022497,angry,
samplenew_00022977,worried,
samplenew_00023156,happy,
samplenew_00024248,sad,
samplenew_00024365,happy,
samplenew_00024463,worried,
samplenew_00024477,worried,
samplenew_00009286,angry,
samplenew_00009611,sad,
samplenew_00009657,happy,
samplenew_00009782,angry,
samplenew_00010454,sad,
samplenew_00010589,angry,
samplenew_00010695,neutral,
samplenew_00010873,sad,
samplenew_00010887,angry,
samplenew_00010893,angry,
samplenew_00010921,sad,
samplenew_00011020,sad,
samplenew_00011043,angry,
samplenew_00011185,neutral,
samplenew_00011376,neutral,
samplenew_00011446,sad,
samplenew_00011943,happy,
samplenew_00012079,angry,
samplenew_00012566,angry,
samplenew_00012814,worried,
samplenew_00012929,sad,
samplenew_00013705,neutral,
samplenew_00013877,sad,
samplenew_00013976,neutral,
samplenew_00014128,worried,
samplenew_00014613,happy,
samplenew_00014638,sad,
samplenew_00014948,sad,
samplenew_00015562,sad,
samplenew_00015918,happy,
samplenew_00016490,happy,
samplenew_00017537,sad,
samplenew_00018010,neutral,
samplenew_00018011,happy,
samplenew_00018737,angry,
samplenew_00018780,happy,
samplenew_00018814,sad,
samplenew_00018899,sad,
samplenew_00019650,sad,
samplenew_00020211,sad,
samplenew_00020338,angry,
samplenew_00021100,sad,
samplenew_00021189,angry,
samplenew_00021666,happy,
samplenew_00021759,sad,
samplenew_00037828,worried,
samplenew_00037990,angry,
samplenew_00038195,sad,
samplenew_00038400,sad,
samplenew_00039171,angry,
samplenew_00039301,angry,
samplenew_00039529,happy,
samplenew_00039664,angry,
samplenew_00024643,sad,
samplenew_00025538,neutral,
samplenew_00025639,sad,
samplenew_00026858,sad,
samplenew_00026866,happy,
samplenew_00027357,sad,
samplenew_00027453,sad,
samplenew_00027721,angry,
samplenew_00027880,sad,
samplenew_00028808,angry,
samplenew_00029072,happy,
samplenew_00029269,worried,
samplenew_00029909,angry,
samplenew_00030036,neutral,
samplenew_00030069,sad,
samplenew_00030108,sad,
samplenew_00030595,worried,
samplenew_00030698,angry,
samplenew_00030792,happy,
samplenew_00031229,happy,
samplenew_00031587,sad,
samplenew_00031861,sad,
samplenew_00031941,angry,
samplenew_00032620,sad,
samplenew_00032743,sad,
samplenew_00032926,sad,
samplenew_00033743,sad,
samplenew_00034839,worried,
samplenew_00034879,sad,
samplenew_00034930,happy,
samplenew_00034977,happy,
samplenew_00035738,neutral,
samplenew_00036739,neutral,
samplenew_00037111,happy,
samplenew_00037548,happy,
samplenew_00052820,sad,
samplenew_00052841,sad,
samplenew_00054152,sad,
samplenew_00054292,angry,
samplenew_00054447,angry,
samplenew_00054983,sad,
samplenew_00055098,angry,
samplenew_00055550,sad,
samplenew_00055717,worried,
samplenew_00056143,angry,
samplenew_00056281,happy,
samplenew_00040402,sad,
samplenew_00040500,sad,
samplenew_00041198,worried,
samplenew_00041502,angry,
samplenew_00041820,happy,
samplenew_00041836,angry,
samplenew_00041968,angry,
samplenew_00042233,worried,
samplenew_00043095,sad,
samplenew_00043163,neutral,
samplenew_00043474,happy,
samplenew_00043571,sad,
samplenew_00043704,sad,
samplenew_00043711,sad,
samplenew_00044156,happy,
samplenew_00044315,happy,
samplenew_00044398,happy,
samplenew_00044833,happy,
samplenew_00044906,happy,
samplenew_00045181,angry,
samplenew_00045560,sad,
samplenew_00045619,worried,
samplenew_00045677,sad,
samplenew_00045835,sad,
samplenew_00046016,sad,
samplenew_00046090,happy,
samplenew_00046191,sad,
samplenew_00046637,happy,
samplenew_00046793,sad,
samplenew_00047885,happy,
samplenew_00048025,neutral,
samplenew_00048085,happy,
samplenew_00048345,worried,
samplenew_00048586,angry,
samplenew_00049000,worried,
samplenew_00049037,happy,
samplenew_00049232,angry,
samplenew_00049775,worried,
samplenew_00049888,sad,
samplenew_00050233,sad,
samplenew_00050312,sad,
samplenew_00051058,neutral,
samplenew_00051296,sad,
samplenew_00051433,happy,
samplenew_00052004,worried,
samplenew_00052461,happy,
samplenew_00065441,neutral,
samplenew_00065817,worried,
samplenew_00066394,happy,
samplenew_00066568,sad,
samplenew_00066737,sad,
samplenew_00066909,happy,
samplenew_00067204,sad,
samplenew_00067774,angry,
samplenew_00067928,happy,
samplenew_00068002,happy,
samplenew_00068101,happy,
samplenew_00068710,sad,
samplenew_00069626,sad,
samplenew_00069670,sad,
samplenew_00070061,sad,
samplenew_00070259,worried,
samplenew_00070451,angry,
samplenew_00070618,worried,
samplenew_00070679,worried,
samplenew_00071037,sad,
samplenew_00056778,angry,
samplenew_00056906,angry,
samplenew_00057167,happy,
samplenew_00057206,sad,
samplenew_00057369,neutral,
samplenew_00057446,angry,
samplenew_00057504,angry,
samplenew_00057723,sad,
samplenew_00057847,sad,
samplenew_00058141,sad,
samplenew_00058473,angry,
samplenew_00059498,happy,
samplenew_00059644,happy,
samplenew_00060839,sad,
samplenew_00061052,angry,
samplenew_00061316,sad,
samplenew_00061567,sad,
samplenew_00061623,sad,
samplenew_00061761,angry,
samplenew_00062219,angry,
samplenew_00063045,sad,
samplenew_00063063,neutral,
samplenew_00063064,neutral,
samplenew_00063219,happy,
samplenew_00063339,happy,
samplenew_00063375,angry,
samplenew_00064111,sad,
samplenew_00064491,happy,
samplenew_00064665,worried,
samplenew_00064706,sad,
samplenew_00064719,sad,
samplenew_00065008,happy,
samplenew_00065088,sad,
samplenew_00065166,angry,
samplenew_00035320,neutral,
samplenew_00035618,sad,
samplenew_00035805,happy,
sample_00002005,surprise,
sample_00002648,angry,
sample_00003786,happy,
sample_00004923,neutral,
sample_00005632,sad,
samplenew_00000203,angry,
samplenew_00001419,neutral,
samplenew_00001520,sad,
samplenew_00001837,happy,
samplenew_00002168,happy,
samplenew_00002261,sad,
samplenew_00002947,sad,
samplenew_00003336,sad,
samplenew_00003661,neutral,
samplenew_00004831,happy,
samplenew_00004865,angry,
samplenew_00004920,sad,
samplenew_00005188,happy,
samplenew_00005868,sad,
samplenew_00006023,neutral,
samplenew_00007081,happy,
samplenew_00007824,neutral,
samplenew_00008327,happy,
samplenew_00008372,happy,
samplenew_00009074,neutral,
samplenew_00011371,happy,
samplenew_00013666,angry,
samplenew_00013817,angry,
samplenew_00015278,happy,
samplenew_00015382,sad,
samplenew_00015547,worried,
samplenew_00016116,happy,
samplenew_00017250,sad,
samplenew_00017904,sad,
samplenew_00018149,sad,
samplenew_00018649,sad,
